1, 20000000, 2, 1.12, 1.02, 0.09
1, 20000000, 2, 0.99, 0.99, 0.00
1, 20000000, 2, 1.01, 0.99, 0.01
1, 40000000, 2, 2.21, 2.07, 0.13
1, 40000000, 2, 2.03, 2.02, 0.00
1, 40000000, 2, 2.00, 2.00, 0.00
1, 80000000, 2, 4.29, 4.06, 0.23
1, 80000000, 2, 4.13, 4.02, 0.10
1, 80000000, 2, 4.09, 4.02, 0.05
1, 160000000, 2, 8.58, 8.20, 0.36
1, 160000000, 2, 49.75, 38.97, 1.59
1, 160000000, 2, 47.27, 39.16, 2.31
1, 20000000, 4, 13.22, 10.69, 2.27
1, 20000000, 4, 13.01, 10.81, 2.19
1, 20000000, 4, 13.01, 10.95, 2.01
1, 40000000, 4, 28.00, 22.26, 5.43
1, 40000000, 4, 26.99, 22.46, 4.46
1, 40000000, 4, 27.23, 22.54, 4.51
1, 80000000, 4, 53.74, 42.99, 10.20
1, 80000000, 4, 58.73, 45.98, 12.34
1, 80000000, 4, 53.26, 44.07, 8.85
1, 160000000, 4, 107.97, 87.94, 18.73
1, 160000000, 4, 109.49, 88.15, 20.96
1, 160000000, 4, 106.53, 87.07, 19.41
1, 20000000, 8, 39.73, 26.88, 12.79
1, 20000000, 8, 42.51, 27.84, 14.12
1, 20000000, 8, 38.96, 26.31, 11.93
1, 40000000, 8, 86.26, 55.52, 29.26
1, 40000000, 8, 88.97, 56.37, 31.29
1, 40000000, 8, 86.29, 55.39, 30.21
1, 80000000, 8, 166.97, 108.57, 55.98
1, 80000000, 8, 169.48, 109.53, 58.61
1, 80000000, 8, 164.75, 109.03, 55.27
1, 160000000, 8, 342.00, 219.16, 122.42
1, 160000000, 8, 351.72, 223.26, 128.07
1, 160000000, 8, 349.52, 223.85, 125.30
1, 20000000, 16, 146.99, 77.44, 69.48
1, 20000000, 16, 162.72, 82.23, 80.20
1, 20000000, 16, 147.24, 76.80, 70.35
1, 40000000, 16, 297.52, 155.06, 141.89
1, 40000000, 16, 286.01, 150.35, 135.25
1, 40000000, 16, 320.97, 162.09, 154.80
1, 80000000, 16, 582.24, 303.93, 277.62
1, 80000000, 16, 610.25, 315.61, 293.91
1, 80000000, 16, 591.73, 307.89, 283.34
1, 160000000, 16, 1204.02, 623.87, 578.13
1, 160000000, 16, 1195.71, 616.35, 578.34
1, 160000000, 16, 1229.00, 635.82, 592.15
