1, 20000000, 2, 1.03, 0.99, 0.04
1, 20000000, 2, 1.04, 1.01, 0.03
1, 20000000, 2, 0.99, 0.99, 0.00
1, 40000000, 2, 1.98, 1.98, 0.00
1, 40000000, 2, 1.99, 1.99, 0.00
1, 40000000, 2, 2.18, 2.06, 0.12
1, 80000000, 2, 4.14, 4.02, 0.12
1, 80000000, 2, 4.21, 4.04, 0.16
1, 80000000, 2, 4.24, 4.07, 0.17
1, 160000000, 2, 8.19, 8.01, 0.17
1, 160000000, 2, 35.47, 34.93, 0.52
1, 160000000, 2, 41.49, 40.33, 1.14
1, 20000000, 4, 5.04, 4.95, 0.07
1, 20000000, 4, 5.19, 5.10, 0.09
1, 20000000, 4, 5.01, 4.95, 0.05
1, 40000000, 4, 10.25, 10.04, 0.18
1, 40000000, 4, 10.00, 9.83, 0.16
1, 40000000, 4, 10.24, 10.04, 0.18
1, 80000000, 4, 20.47, 20.08, 0.35
1, 80000000, 4, 20.49, 19.93, 0.34
1, 80000000, 4, 20.75, 20.08, 0.42
1, 160000000, 4, 41.23, 40.36, 0.79
1, 160000000, 4, 41.52, 40.12, 1.11
1, 160000000, 4, 40.97, 40.12, 0.79
1, 20000000, 8, 5.72, 5.27, 0.13
1, 20000000, 8, 5.01, 4.94, 0.07
1, 20000000, 8, 5.00, 4.93, 0.07
1, 40000000, 8, 10.21, 10.07, 0.12
1, 40000000, 8, 10.29, 10.05, 0.23
1, 40000000, 8, 10.70, 10.06, 0.41
1, 80000000, 8, 20.29, 19.95, 0.29
1, 80000000, 8, 21.21, 20.40, 0.48
1, 80000000, 8, 20.49, 20.02, 0.45
1, 160000000, 8, 41.50, 40.26, 1.19
1, 160000000, 8, 40.52, 39.96, 0.54
1, 160000000, 8, 40.97, 39.93, 0.80
1, 20000000, 16, 5.22, 5.07, 0.14
1, 20000000, 16, 4.99, 4.94, 0.05
1, 20000000, 16, 4.99, 4.99, 0.00
1, 40000000, 16, 10.51, 10.29, 0.18
1, 40000000, 16, 10.50, 10.05, 0.43
1, 40000000, 16, 10.46, 9.94, 0.29
1, 80000000, 16, 20.28, 19.96, 0.29
1, 80000000, 16, 20.71, 20.18, 0.51
1, 80000000, 16, 21.25, 20.54, 0.59
1, 160000000, 16, 41.74, 40.71, 0.88
1, 160000000, 16, 41.02, 39.95, 0.76
1, 160000000, 16, 40.95, 40.14, 0.75
